Season,Name,Team,IP,HR/FB,NameASCII,PlayerId,MLBAMID
2008,"Andrew Miller","FLA",100.2,0.05940594,"Andrew Miller",6785,453192
2009,"Tim Wakefield","BOS",129.2,0.05940594,"Tim Wakefield",219,123801
2010,"Brett Anderson","OAK",112.1,0.05940594,"Brett Anderson",8223,474463
2015,"Clay Buchholz","BOS",113.1,0.05940594,"Clay Buchholz",3543,453329
2014,"Hyun Jin Ryu","LAD",152,0.05925926,"Hyun Jin Ryu",14444,547943
2015,"Gio González","WSN",175.2,0.05925926,"Gio Gonzalez",7448,461829
2003,"Justin Duchscherer","OAK",14.1,0.05882353,"Justin Duchscherer",910,407113
2004,"Brad Hennessey","SFG",34.1,0.05882353,"Brad Hennessey",3720,430913
2005,"Jason Grilli","DET",14,0.05882353,"Jason Grilli",521,276351
2005,"Dustin Nippert","ARI",14.2,0.05882353,"Dustin Nippert",4426,430962
2005,"Matt Cain","SFG",46.1,0.05882353,"Matt Cain",4732,430912
2006,"Brian Slocum","CLE",10,0.05882353,"Brian Slocum",4705,451497
2007,"Jason Stanford","CLE",12.2,0.05882353,"Jason Stanford",1763,408037
2007,"Luis Mendoza","TEX",11.2,0.05882353,"Luis Mendoza",3126,434669
2007,"Homer Bailey","CIN",45.1,0.05882353,"Homer Bailey",8362,456701
2008,"Jason Davis","PIT",19.2,0.05882353,"Jason Davis",1598,425186
2008,"Matt Palmer","SFG",12.2,0.05882353,"Matt Palmer",4457,461212
2008,"Josh Geer","SDP",27,0.05882353,"Josh Geer",4781,446207
2010,"Andy Sonnanstine","TBR",18,0.05882353,"Andy Sonnanstine",7667,458567
2011,"Jordan Zimmermann","WSN",161.1,0.05882353,"Jordan Zimmermann",4505,519455
2011,"Dave Bush","TEX",11,0.05882353,"Dave Bush",4635,433657
2012,"Wade LeBlanc","MIA",47.1,0.05882353,"Wade LeBlanc",5221,453281
2012,"Brett Anderson","OAK",35,0.05882353,"Brett Anderson",8223,474463
2013,"Brett Oberholtzer","HOU",64.1,0.05882353,"Brett Oberholtzer",3855,519085
2015,"Tyler Wagner","MIL",13.2,0.05882353,"Tyler Wagner",13796,621281
2022,"Johan Oviedo","- - -",35.2,0.05882353,"Johan Oviedo",22487,670912
2022,"Luis L. Ortiz","PIT",16,0.05882353,"Luis L. Ortiz",27646,682847
2023,"Kenny Rosenberg","LAA",16,0.05882353,"Kenny Rosenberg",20009,670046
2023,"Kris Bubic","KCR",16,0.05882353,"Kris Bubic",21455,663460
2007,"Jake Peavy","SDP",223.1,0.05829596,"Jake Peavy",1051,408241
2007,"Adam Wainwright","STL",202,0.05829596,"Adam Wainwright",2233,425794
2013,"Clayton Kershaw","LAD",236,0.05820106,"Clayton Kershaw",2036,477132
2012,"Gio González","WSN",199.1,0.05806452,"Gio Gonzalez",7448,461829
2013,"Aníbal Sánchez","DET",182,0.05806452,"Anibal Sanchez",3284,434671
2011,"Johnny Cueto","CIN",156,0.05797101,"Johnny Cueto",6893,456501
2014,"Brett Oberholtzer","HOU",143.2,0.05797101,"Brett Oberholtzer",3855,519085
2010,"Tommy Hanson","ATL",202.2,0.05785124,"Tommy Hanson",9129,462102
2014,"Kevin Gausman","BAL",113.1,0.05785124,"Kevin Gausman",14107,592332
2010,"Clayton Kershaw","LAD",204.1,0.05777778,"Clayton Kershaw",2036,477132
2004,"Jeremy Affeldt","KCR",46.1,0.05769231,"Jeremy Affeldt",583,346793
2010,"Mike Pelfrey","NYM",203,0.05769231,"Mike Pelfrey",5203,460059
2011,"Charlie Morton","PIT",171.2,0.05769231,"Charlie Morton",4676,450203
2013,"Yusmeiro Petit","SFG",42.2,0.05769231,"Yusmeiro Petit",4020,433589
2015,"Vince Velasquez","HOU",38,0.05769231,"Vince Velasquez",11189,592826
2010,"Livan Hernandez","WSN",211.2,0.05755396,"Livan Hernandez",1116,115817
2006,"Jaret Wright","NYY",136.1,0.05747126,"Jaret Wright",415,124605
2017,"Brandon McCarthy","LAD",86.2,0.05747126,"Brandon McCarthy",4662,435221
2008,"Tim Lincecum","SFG",223,0.05729167,"Tim Lincecum",5705,453311
2003,"Jose Jimenez","COL",39.2,0.05714286,"Jose Jimenez",435,150455
2008,"Chien-Ming Wang","NYY",95,0.05714286,"Chien-Ming Wang",2074,425426
2008,"Scott Richmond","TOR",27,0.05714286,"Scott Richmond",4307,446341
2007,"Brandon McCarthy","TEX",99.2,0.05696203,"Brandon McCarthy",4662,435221
2006,"John Lackey","LAA",217.2,0.05691057,"John Lackey",1507,407793
2018,"Carlos Martinez","STL",100.1,0.05681818,"Carlos Martinez",11682,593372
2022,"Ryan Yarbrough","TBR",40.1,0.05660377,"Ryan Yarbrough",16502,642232
2023,"Cole Ragans","KCR",65.1,0.05660377,"Cole Ragans",21846,666142
2009,"Carlos Zambrano","CHC",169.1,0.05649718,"Carlos Zambrano",305,407296
2004,"Tim Hudson","OAK",188.2,0.05633803,"Tim Hudson",921,218596
2005,"Tom Glavine","NYM",211.1,0.05633803,"Tom Glavine",90,114849
2010,"Clay Buchholz","BOS",173.2,0.05625,"Clay Buchholz",3543,453329
2010,"Justin Verlander","DET",224.1,0.056,"Justin Verlander",8700,434378
2002,"Bronson Arroyo","PIT",18,0.05555556,"Bronson Arroyo",978,276520
2003,"Chad Gaudin","TBD",14.1,0.05555556,"Chad Gaudin",1783,429985
2006,"Marty McLeary","PIT",12,0.05555556,"Marty McLeary",2022,276373
2006,"Adam Loewen","BAL",103.2,0.05555556,"Adam Loewen",2134,429400
2008,"Franklin Morales","COL",25.1,0.05555556,"Franklin Morales",5088,462985
2009,"Eric Milton","LAD",23.2,0.05555556,"Eric Milton",743,132980
2009,"Wade Davis","TBR",36.1,0.05555556,"Wade Davis",7441,451584
2010,"Esmil Rogers","COL",38.1,0.05555556,"Esmil Rogers",6317,469134
2011,"Dylan Axelrod","CHW",16.2,0.05555556,"Dylan Axelrod",9303,518420
2016,"Brandon McCarthy","LAD",40,0.05555556,"Brandon McCarthy",4662,435221
2016,"Jordan Lyles","COL",20,0.05555556,"Jordan Lyles",7593,543475
2016,"Blake Snell","TBR",89,0.05555556,"Blake Snell",13543,605483
2017,"Eddie Butler","CHC",51.1,0.05555556,"Eddie Butler",13453,572750
2017,"Luiz Gohara","ATL",29.1,0.05555556,"Luiz Gohara",15166,627894
2017,"Eric Skoglund","KCR",14,0.05555556,"Eric Skoglund",16155,607215
2021,"Jake Faria","ARI",13,0.05555556,"Jake Faria",13699,607188
2021,"Drew Rasmussen","TBR",42,0.05555556,"Drew Rasmussen",25385,656876
2022,"Casey Mize","DET",10,0.05555556,"Casey Mize",20492,663554
2002,"Mike Maroth","DET",128.2,0.05511811,"Mike Maroth",1508,400077
2009,"Tim Lincecum","SFG",225.1,0.05494505,"Tim Lincecum",5705,453311
2007,"Matt Cain","SFG",200,0.05490196,"Matt Cain",4732,430912
2015,"Chris Bassitt","OAK",75.1,0.05479452,"Chris Bassitt",12304,605135
2002,"Mark Redman","DET",203,0.05454545,"Mark Redman",491,150230
2012,"Ted Lilly","LAD",48.2,0.05454545,"Ted Lilly",833,150404
2014,"Michael Wacha","STL",107,0.05454545,"Michael Wacha",14078,608379
2006,"Juan Cruz","ARI",73,0.05405405,"Juan Cruz",273,407297
2009,"Freddy Garcia","CHW",56,0.05405405,"Freddy Garcia",1077,150119
2011,"Jerome Williams","LAA",39,0.05405405,"Jerome Williams",1137,425532
2011,"Josh Outman","OAK",51.1,0.05405405,"Josh Outman",4004,489189
2011,"Chris Tillman","BAL",62,0.05376344,"Chris Tillman",5279,501957
2014,"Michael Pineda","NYY",76.1,0.05376344,"Michael Pineda",5372,501381
2023,"Sonny Gray","MIN",180,0.05298013,"Sonny Gray",12768,543243
2002,"Chris George","KCR",27.1,0.05263158,"Chris George",601,150203
2004,"Gavin Floyd","PHI",21.1,0.05263158,"Gavin Floyd",3886,425856
2006,"Hector Carrasco","LAA",14,0.05263158,"Hector Carrasco",1240,112031
2008,"Anthony Reyes","CLE",34.1,0.05263158,"Anthony Reyes",7105,435039
2008,"Yoslan Herrera","PIT",18.1,0.05263158,"Yoslan Herrera",7759,506648
2009,"Daniel Hudson","CHW",11,0.05263158,"Daniel Hudson",7146,543339
2010,"C.J. Wilson","TEX",204,0.05263158,"C.J. Wilson",3580,450351
2010,"Casey Coleman","CHC",48.2,0.05263158,"Casey Coleman",8270,488787
2010,"Matt Maloney","CIN",11.2,0.05263158,"Matt Maloney",9920,476011
2011,"Zach McAllister","CLE",17.2,0.05263158,"Zach McAllister",2895,502083
2014,"Adam Wainwright","STL",227,0.05263158,"Adam Wainwright",2233,425794
2015,"Ricky Nolasco","MIN",35.1,0.05263158,"Ricky Nolasco",3830,445060
2015,"Jordan Lyles","COL",49,0.05263158,"Jordan Lyles",7593,543475
2015,"Christian Bergman","COL",15.2,0.05263158,"Christian Bergman",10925,548357
2017,"Braden Shipley","ARI",12.1,0.05263158,"Braden Shipley",15158,640463
2020,"Tyler Anderson","SFG",54,0.05263158,"Tyler Anderson",12880,542881
2021,"Spencer Turnbull","DET",50,0.05263158,"Spencer Turnbull",16207,605513
2022,"José Quintana","- - -",165.2,0.05263158,"Jose Quintana",11423,500779
2023,"Jordan Wicks","CHC",27,0.05263158,"Jordan Wicks",30094,696136
2002,"Alan Benes","CHC",39.1,0.05172414,"Alan Benes",265,110853
2015,"Martín Pérez","TEX",78.2,0.05172414,"Martin Perez",6902,527048
2018,"Wade Miley","MIL",80.2,0.05172414,"Wade Miley",8779,489119
2011,"Doug Fister","- - -",213.1,0.05164319,"Doug Fister",9425,450729
2003,"John Riedling","CIN",35.2,0.05128205,"John Riedling",1515,150180
2003,"Tommy Phelps","FLA",33.1,0.05128205,"Tommy Phelps",1665,425882
2006,"Shawn Hill","WSN",36.2,0.05128205,"Shawn Hill",1882,429718
2020,"Brad Keller","KCR",54.2,0.05128205,"Brad Keller",15734,641745
2021,"Kyle Muller","ATL",35.2,0.05128205,"Kyle Muller",20167,666205
2008,"Cliff Lee","CLE",223.1,0.05106383,"Cliff Lee",1636,424324
2014,"José Quintana","CHW",200.1,0.05102041,"Jose Quintana",11423,500779
2010,"Carlos Zambrano","CHC",113,0.05084746,"Carlos Zambrano",305,407296
2010,"Ubaldo Jiménez","COL",221.2,0.05076142,"Ubaldo Jimenez",3374,434622
2005,"Robinson Tejeda","PHI",69,0.05063291,"Robinson Tejeda",2575,434565
2011,"Roy Halladay","PHI",233.2,0.05050505,"Roy Halladay",1303,136880
2021,"Trevor Rogers","MIA",133,0.05042017,"Trevor Rogers",22286,669432
2002,"Josh Pearce","STL",13,0.05,"Josh Pearce",1175,407870
2003,"Jamey Wright","KCR",25.1,0.05,"Jamey Wright",715,124604
2004,"Chad Gaudin","TBD",15.1,0.05,"Chad Gaudin",1783,429985
2005,"Hector Carrasco","WSN",26.2,0.05,"Hector Carrasco",1240,112031
2005,"Kameron Loe","TEX",46.2,0.05,"Kameron Loe",4422,434180
2006,"Shane Youman","PIT",16.2,0.05,"Shane Youman",3888,456558
2006,"Mike Pelfrey","NYM",21.1,0.05,"Mike Pelfrey",5203,460059
2006,"Tom Gorzelanny","PIT",61.2,0.05,"Tom Gorzelanny",6244,452733
2007,"Jordan Tata","DET",14,0.05,"Jordan Tata",5999,450265
2008,"Brandon Duckworth","KCR",38,0.05,"Brandon Duckworth",954,346855
2009,"Paul Byrd","BOS",31,0.05,"Paul Byrd",594,111838
2009,"Shawn Hill","SDP",12,0.05,"Shawn Hill",1882,429718
2011,"Dana Eveland","LAD",29.2,0.05,"Dana Eveland",5508,445968
2011,"Anthony Bass","SDP",15,0.05,"Anthony Bass",7982,542914
2018,"Michael Soroka","ATL",25.2,0.05,"Michael Soroka",18383,647336
2019,"Dustin May","LAD",22.1,0.05,"Dustin May",19716,669160
2022,"Joey Wentz","DET",32.2,0.05,"Joey Wentz",19962,666214
2023,"José Quintana","NYM",71.2,0.05,"Jose Quintana",11423,500779
2007,"Kelvim Escobar","LAA",195.2,0.04954955,"Kelvim Escobar",1298,113898
2014,"Kyle Hendricks","CHC",80.1,0.04938272,"Kyle Hendricks",12049,543294
2005,"Dontrelle Willis","FLA",236.1,0.04932735,"Dontrelle Willis",1703,425883
2014,"Allen Webster","BOS",59,0.04918033,"Allen Webster",3993,543903
2009,"Nate Robertson","DET",28,0.04878049,"Nate Robertson",1620,425146
2020,"Max Fried","ATL",56,0.04878049,"Max Fried",13743,608331
2023,"Ryan Feltner","COL",40.1,0.04878049,"Ryan Feltner",21446,663372
2002,"Bud Smith","STL",47,0.0483871,"Bud Smith",1182,406873
2022,"Bailey Ober","MIN",56,0.04819277,"Bailey Ober",21224,641927
2002,"Kurt Ainsworth","SFG",21.2,0.04761905,"Kurt Ainsworth",1431,215128
2002,"Clay Condrey","SDP",19.1,0.04761905,"Clay Condrey",1579,424925
2008,"Nelson Figueroa","NYM",33.1,0.04761905,"Nelson Figueroa",683,150153
2010,"Shawn Hill","TOR",20.2,0.04761905,"Shawn Hill",1882,429718
2010,"Ramon Pena","CHW",19,0.04761905,"Ramon Pena",4573,430963
2011,"Tommy Milone","WSN",26,0.04761905,"Tommy Milone",7608,543548
2013,"Brandon Workman","BOS",18.1,0.04761905,"Brandon Workman",11428,519443
2015,"Nick Tropeano","LAA",36.2,0.04761905,"Nick Tropeano",12385,607374
2017,"Garrett Richards","LAA",27.2,0.04761905,"Garrett Richards",9784,572070
2013,"Matt Harvey","NYM",178.1,0.0472973,"Matt Harvey",11713,518774
2009,"Dallas Braden","OAK",136.2,0.046875,"Dallas Braden",8099,460284
2007,"Brad Penny","LAD",208,0.04663212,"Brad Penny",535,207267
2010,"Dillon Gee","NYM",33,0.04651163,"Dillon Gee",7396,518716
2020,"Dallas Keuchel","CHW",63.1,0.04651163,"Dallas Keuchel",9434,572971
2002,"Andy Pettitte","NYY",134.2,0.04615385,"Andy Pettitte",840,120485
2004,"Luke Hudson","CIN",48.1,0.04615385,"Luke Hudson",1542,346873
2009,"Chris Carpenter","STL",192.2,0.04605263,"Chris Carpenter",1292,112020
2010,"James McDonald","- - -",69,0.04597701,"James McDonald",5523,457428
2005,"Zach Duke","PIT",84.2,0.04545455,"Zach Duke",3840,435043
2006,"Aníbal Sánchez","FLA",110,0.04545455,"Anibal Sanchez",3284,434671
2007,"Jack Cassel","SDP",18.2,0.04545455,"Jack Cassel",3052,445222
2009,"Zack Greinke","KCR",229.1,0.04545455,"Zack Greinke",1943,425844
2009,"Mitchell Boggs","STL",48.1,0.04545455,"Mitchell Boggs",3344,459939
2013,"Clay Buchholz","BOS",108.1,0.04545455,"Clay Buchholz",3543,453329
2020,"Spencer Turnbull","DET",56.2,0.04545455,"Spencer Turnbull",16207,605513
2020,"Kyle Cody","TEX",18.1,0.04545455,"Kyle Cody",19686,621129
2020,"Ian Anderson","ATL",32.1,0.04545455,"Ian Anderson",19951,666120
2010,"Aníbal Sánchez","FLA",195,0.04504505,"Anibal Sanchez",3284,434671
2010,"Chad Billingsley","LAD",191.2,0.04469274,"Chad Billingsley",5842,451532
2014,"Jake Arrieta","CHC",156.2,0.04464286,"Jake Arrieta",4153,453562
2020,"Justus Sheffield","SEA",55.1,0.04444444,"Justus Sheffield",17285,656954
2021,"Jake Woodford","STL",37,0.04444444,"Jake Woodford",18674,663765
2005,"Aaron Small","NYY",59.2,0.04411765,"Aaron Small",1477,122332
2002,"Terry Mulholland","CLE",20.2,0.04347826,"Terry Mulholland",665,119488
2005,"Edwin Jackson","LAD",26.2,0.04347826,"Edwin Jackson",1841,429719
2014,"Daisuke Matsuzaka","NYM",46.2,0.04347826,"Daisuke Matsuzaka",7775,493137
2017,"Shelby Miller","ARI",22,0.04347826,"Shelby Miller",10197,571946
2017,"Julio Urías","LAD",23.1,0.04347826,"Julio Urias",14765,628711
2018,"Wilmer Font","TBR",21,0.04347826,"Wilmer Font",5257,521655
2002,"Juan Cruz","CHC",45.2,0.04255319,"Juan Cruz",273,407297
2002,"Andy Van Hekken","DET",30,0.04255319,"Andy Van Hekken",1630,407843
2007,"Matt DeSalvo","NYY",27.2,0.04255319,"Matt DeSalvo",5439,451774
2010,"Josh Johnson","FLA",183.2,0.04216867,"Josh Johnson",4567,435178
2016,"Rich Hill","- - -",110.1,0.04210526,"Rich Hill",4806,448179
2003,"Ryan Vogelsong","PIT",21,0.04166667,"Ryan Vogelsong",1011,285064
2003,"Kevin Gregg","ANA",20,0.04166667,"Kevin Gregg",1793,276514
2006,"Brandon Duckworth","KCR",42.2,0.04166667,"Brandon Duckworth",954,346855
2006,"Hung-Chih Kuo","LAD",29.1,0.04166667,"Hung-Chih Kuo",7016,425539
2008,"Chris Volstad","FLA",82.1,0.04166667,"Chris Volstad",9901,458690
2009,"Eric Stults","LAD",50,0.04166667,"Eric Stults",8011,445590
2010,"Alex Sanabia","FLA",64,0.04166667,"Alex Sanabia",5350,502253
2012,"Vin Mazzaro","KCR",26.2,0.04166667,"Vin Mazzaro",5231,476570
2013,"Vidal Nuño","NYY",17,0.04166667,"Vidal Nuno",9674,573064
2013,"Brandon Cumpton","PIT",27.2,0.04166667,"Brandon Cumpton",11366,592238
2014,"Randall Delgado","ARI",16.1,0.04166667,"Randall Delgado",5985,517414
2014,"Erik Johnson","CHW",23.2,0.04166667,"Erik Johnson",12520,605304
2016,"Robert Gsellman","NYM",41,0.04166667,"Robert Gsellman",13696,607229
2009,"Clayton Kershaw","LAD",169,0.04142012,"Clayton Kershaw",2036,477132
2007,"Chris Young","SDP",173,0.04115226,"Chris Young",3196,432934
2002,"Kevin Olsen","FLA",37.2,0.04081633,"Kevin Olsen",533,407485
2003,"Pedro Martinez","BOS",186.2,0.04022989,"Pedro Martinez",200,118377
2005,"Jason Vargas","FLA",67.1,0.04,"Jason Vargas",8044,450306
2013,"Tanner Roark","WSN",31,0.04,"Tanner Roark",8753,543699
2015,"Tyler Wilson","BAL",25,0.04,"Tyler Wilson",12691,592869
2018,"Adalberto Mejía","MIN",19.1,0.04,"Adalberto Mejia",13188,606167
2023,"José Butto","NYM",27,0.04,"Jose Butto",23313,676130
2014,"Garrett Richards","LAA",168.2,0.03937008,"Garrett Richards",9784,572070
2012,"Esmerling Vasquez","MIN",31.2,0.03921569,"Esmerling Vasquez",5280,458220
2002,"Jaret Wright","CLE",16.1,0.03846154,"Jaret Wright",415,124605
2004,"Wilfredo Ledezma","DET",41.1,0.03846154,"Wilfredo Ledezma",1669,425656
2007,"Dan Meyer","OAK",11.1,0.03846154,"Dan Meyer",4402,434159
2014,"Blake Treinen","WSN",36,0.03846154,"Blake Treinen",12572,595014
2017,"Anthony Banda","ARI",19.2,0.03846154,"Anthony Banda",14706,607455
2022,"Hayden Wesneski","CHC",24.1,0.03846154,"Hayden Wesneski",27581,669713
2003,"Wilson Alvarez","LAD",70.2,0.03797468,"Wilson Alvarez",1193,110209
2009,"Ross Detwiler","WSN",73.2,0.03797468,"Ross Detwiler",2859,446321
2011,"Josh Johnson","FLA",60.1,0.03773585,"Josh Johnson",4567,435178
2004,"Ricardo Rodriguez","TEX",23,0.03703704,"Ricardo Rodriguez",1585,400156
2007,"Adam Loewen","BAL",30.1,0.03703704,"Adam Loewen",2134,429400
2007,"Ian Kennedy","NYY",19,0.03703704,"Ian Kennedy",6986,453178
2008,"Chad Reineke","SDP",16,0.03703704,"Chad Reineke",7641,448656
2009,"Jonathon Niese","NYM",25.2,0.03703704,"Jonathon Niese",4424,477003
2016,"Bryan Mitchell","NYY",25,0.03703704,"Bryan Mitchell",11479,571951
2011,"Matt Cain","SFG",221.2,0.03658537,"Matt Cain",4732,430912
2011,"Doug Davis","CHC",45.2,0.03636364,"Doug Davis",1244,150277
2004,"Bobby Madritsch","SEA",79,0.03614458,"Bobby Madritsch",2085,425476
2003,"T.J. Tucker","MON",26.2,0.03571429,"T.J. Tucker",800,324892
2007,"Shane Youman","PIT",42,0.03508772,"Shane Youman",3888,456558
2017,"Odrisamer Despaigne","MIA",44.1,0.03508772,"Odrisamer Despaigne",16017,628333
2005,"Rick Helling","MIL",41.1,0.03448276,"Rick Helling",58,115727
2011,"Tyson Ross","OAK",31,0.03448276,"Tyson Ross",7872,475115
2023,"Michael King","NYY",30.1,0.03448276,"Michael King",19853,650633
2002,"Wayne Franklin","MIL",24,0.03333333,"Wayne Franklin",557,276356
2004,"Jorge De La Rosa","MIL",22.2,0.03333333,"Jorge De La Rosa",2047,407822
2008,"J.A. Happ","PHI",23.2,0.03333333,"J.A. Happ",7410,457918
2010,"Chris Young","SDP",20,0.03333333,"Chris Young",3196,432934
2010,"Aaron Laffey","CLE",25,0.03333333,"Aaron Laffey",6248,444836
2010,"Tim Stauffer","SDP",39.1,0.03333333,"Tim Stauffer",6432,431162
2012,"Martín Pérez","TEX",26,0.03333333,"Martin Perez",6902,527048
2014,"Brett Anderson","COL",43.1,0.03333333,"Brett Anderson",8223,474463
2014,"David Hale","ATL",33,0.03333333,"David Hale",9756,571735
2016,"Chris Devenski","HOU",24.2,0.03333333,"Chris Devenski",12763,606965
2020,"Corbin Burnes","MIL",47,0.03333333,"Corbin Burnes",19361,669203
2011,"Chris Schwinden","NYM",21,0.03225806,"Chris Schwinden",7851,452737
2023,"Mason Miller","OAK",24.1,0.03225806,"Mason Miller",31757,695243
2009,"Jason Schmidt","LAD",17.2,0.03125,"Jason Schmidt",1131,121834
2012,"Cory Luebke","SDP",31,0.03125,"Cory Luebke",1984,458537
2014,"Aníbal Sánchez","DET",125,0.03125,"Anibal Sanchez",3284,434671
2002,"Mark Hendrickson","TOR",26,0.03030303,"Mark Hendrickson",1574,424805
2011,"Eric Surkamp","SFG",26.2,0.02857143,"Eric Surkamp",2540,474668
2013,"James McDonald","PIT",29.2,0.02702703,"James McDonald",5523,457428
2016,"Alec Asher","PHI",27.2,0.02702703,"Alec Asher",13560,594742
2009,"Shane Loux","LAA",33,0.02631579,"Shane Loux",1613,400076
2013,"Henderson Alvarez III","MIA",102.2,0.02564103,"Henderson Alvarez III",5669,506693
2020,"Tony Gonsolin","LAD",41.2,0.02439024,"Tony Gonsolin",19388,664062
2022,"Brayan Bello","BOS",52.1,0.02439024,"Brayan Bello",23920,678394
2010,"Trevor Bell","LAA",36.2,0.02272727,"Trevor Bell",7074,457707
2021,"Ranger Suárez","PHI",65.2,0.02173913,"Ranger Suarez",17277,624133
2023,"Dustin May","LAD",48,0.0212766,"Dustin May",19716,669160
2004,"Chris George","KCR",35.1,0.02083333,"Chris George",601,150203
2011,"Phil Coke","DET",74.2,0.02061856,"Phil Coke",5535,457435
2014,"Brandon Cumpton","PIT",56,0.02,"Brandon Cumpton",11366,592238
2007,"Dustin Moseley","LAA",40.2,0.01923077,"Dustin Moseley",7060,400291
2010,"Felipe Paulino","HOU",86,0.01923077,"Felipe Paulino",3777,462956
2002,"Everett Stull","MIL",10,0,"Everett Stull",712,122904
2002,"Mike Thurman","NYY",11.1,0,"Mike Thurman",852,123327
2002,"Jason Davis","CLE",10.2,0,"Jason Davis",1598,425186
2002,"Cliff Lee","CLE",10.1,0,"Cliff Lee",1636,424324
2002,"Brian Tallet","CLE",12,0,"Brian Tallet",1646,425226
2003,"Jim Brower","SFG",24.1,0,"Jim Brower",313,150342
2003,"Roger Deago","SDP",10.1,0,"Roger Deago",1705,429300
2003,"Masao Kida","LAD",10,0,"Masao Kida",1800,150196
2004,"Matt Wise","MIL",11.2,0,"Matt Wise",42,277184
2004,"Rick Bauer","BAL",10,0,"Rick Bauer",125,407400
2004,"Tanyon Sturtze","NYY",14,0,"Tanyon Sturtze",1230,122915
2004,"Jon Rauch","- - -",19.1,0,"Jon Rauch",1475,400010
2004,"Jason Stanford","CLE",11,0,"Jason Stanford",1763,408037
2004,"Gustavo Chacin","TOR",14,0,"Gustavo Chacin",2060,407860
2005,"Ryan Jensen","KCR",13.1,0,"Ryan Jensen",1117,276528
2005,"Derek Thompson","LAD",15,0,"Derek Thompson",2126,425663
2006,"Kason Gabbard","BOS",20.1,0,"Kason Gabbard",3418,451257
2006,"Ryan O'Malley","CHC",12.2,0,"Ryan O'Malley",4412,456133
2007,"Pedro Martinez","NYM",28,0,"Pedro Martinez",200,118377
2007,"Shawn Chacon","PIT",19.1,0,"Shawn Chacon",424,276336
2007,"John Thomson","KCR",10.2,0,"John Thomson",453,123307
2007,"Brandon Duckworth","KCR",15.2,0,"Brandon Duckworth",954,346855
2007,"John Koronka","TEX",10.1,0,"John Koronka",2130,425655
2007,"Yorman Bazardo","DET",11.2,0,"Yorman Bazardo",3143,434590
2007,"Clay Buchholz","BOS",19.2,0,"Clay Buchholz",3543,453329
2008,"Brandon Knight","NYM",10,0,"Brandon Knight",831,150284
2008,"Chris Carpenter","STL",14.1,0,"Chris Carpenter",1292,112020
2008,"Josh Outman","OAK",21.1,0,"Josh Outman",4004,489189
2008,"Nick Adenhart","LAA",12,0,"Nick Adenhart",6879,444440
2009,"Graham Taylor","FLA",11,0,"Graham Taylor",3719,501869
2010,"Felix Doubront","BOS",15.1,0,"Felix Doubront",1478,467094
2010,"Brandon Beachy","ATL",15,0,"Brandon Beachy",8851,545404
2011,"Miguel Batista","- - -",26,0,"Miguel Batista",46,110683
