Season,Name,Team,IP,HR/FB,NameASCII,PlayerId,MLBAMID
2022,"Aaron Ashby","MIL",88,0.21126761,"Aaron Ashby",23550,676879
2013,"Roberto Hernandez","TBR",142.2,0.21100917,"Roberto Hernandez",3273,433584
2005,"John Maine","BAL",33,0.21052632,"John Maine",4773,429720
2007,"Anthony Lerew","ATL",11.2,0.21052632,"Anthony Lerew",3440,434679
2008,"Jason Jennings","TEX",27.1,0.21052632,"Jason Jennings",434,407298
2010,"Billy Buckner","ARI",13,0.21052632,"Billy Buckner",8253,434438
2012,"Adam Wilk","DET",11,0.21052632,"Adam Wilk",8421,573244
2013,"Drew Pomeranz","COL",16.2,0.21052632,"Drew Pomeranz",11426,519141
2014,"David Holmberg","CIN",23.1,0.21052632,"David Holmberg",7725,571787
2016,"Alfredo Simon","CIN",51.1,0.21052632,"Alfredo Simon",2155,430580
2017,"Chad Bell","DET",15.1,0.21052632,"Chad Bell",10297,518445
2017,"Jack Flaherty","STL",20.1,0.21052632,"Jack Flaherty",17479,656427
2019,"Nick Margevicius","SDP",53.1,0.21052632,"Nick Margevicius",20395,676606
2021,"Sean Nolin","WSN",17.2,0.21052632,"Sean Nolin",11341,543594
2022,"Kohei Arihara","TEX",18,0.21052632,"Kohei Arihara",27505,685503
2019,"Jhoulys Chacín","- - -",102.1,0.21008403,"Jhoulys Chacin",2608,468504
2019,"Félix Hernández","SEA",71.2,0.20987654,"Felix Hernandez",4772,433587
2021,"Tarik Skubal","DET",143.2,0.20987654,"Tarik Skubal",22267,669373
2011,"Armando Galarraga","ARI",42.2,0.20967742,"Armando Galarraga",4222,451482
2019,"Michael Wacha","STL",114,0.20952381,"Michael Wacha",14078,608379
2004,"Denny Stark","COL",26,0.20930233,"Denny Stark",452,150128
2023,"Ross Stripling","SFG",49.1,0.20930233,"Ross Stripling",13273,548389
2023,"José Suarez","LAA",26,0.20930233,"Jose Suarez",19911,660761
2004,"Dan Wright","CHW",17.2,0.20833333,"Dan Wright",258,216106
2004,"Sterling Hitchcock","SDP",21.1,0.20833333,"Sterling Hitchcock",824,115982
2008,"Wade LeBlanc","SDP",18.2,0.20833333,"Wade LeBlanc",5221,453281
2008,"Shairon Martis","WSN",18.1,0.20833333,"Shairon Martis",6781,463017
2009,"Zach Miner","DET",23.2,0.20833333,"Zach Miner",3193,435261
2017,"Vince Velasquez","PHI",72,0.20833333,"Vince Velasquez",11189,592826
2017,"Sam Gaviglio","- - -",70.1,0.20833333,"Sam Gaviglio",12778,543208
2018,"Tyler Glasnow","TBR",55.2,0.20833333,"Tyler Glasnow",14374,607192
2019,"Tyler Mahle","CIN",129.2,0.20833333,"Tyler Mahle",16358,641816
2020,"Trevor Rogers","MIA",28,0.20833333,"Trevor Rogers",22286,669432
2021,"Janson Junk","LAA",16.1,0.20833333,"Janson Junk",23301,676083
2021,"Ryan Weathers","SDP",69.1,0.20731707,"Ryan Weathers",23796,677960
2012,"Jason Marquis","- - -",127.2,0.20720721,"Jason Marquis",105,150302
2003,"Jeff Fassero","STL",29.1,0.20689655,"Jeff Fassero",279,114032
2004,"Edwin Jackson","LAD",19.2,0.20689655,"Edwin Jackson",1841,429719
2013,"Jose Alvarez","DET",28,0.20689655,"Jose Alvarez",5358,501625
2016,"Zach Neal","OAK",31.1,0.20689655,"Zach Neal",11294,594943
2017,"Troy Scribner","LAA",16.2,0.20689655,"Troy Scribner",15570,644428
2019,"Adrian Houser","MIL",80.2,0.20689655,"Adrian Houser",12718,605288
2019,"Brock Burke","TEX",26.2,0.20689655,"Brock Burke",17968,656271
2019,"Peter Lambert","COL",89.1,0.20689655,"Peter Lambert",17969,663567
2021,"Matt Peacock","ARI",34,0.20689655,"Matt Peacock",20339,676840
2011,"Edinson Volquez","CIN",108.2,0.20652174,"Edinson Volquez",3990,450172
2019,"José Suarez","LAA",67,0.20652174,"Jose Suarez",19911,660761
2021,"Yusei Kikuchi","SEA",157,0.20610687,"Yusei Kikuchi",20633,579328
2012,"Brooks Raley","CHC",24.1,0.20588235,"Brooks Raley",10061,548384
2015,"Buck Farmer","DET",24,0.20588235,"Buck Farmer",14814,571656
2023,"Louie Varland","MIN",56,0.20588235,"Louie Varland",27691,686973
2003,"Chris George","KCR",93.2,0.20560748,"Chris George",601,150203
2023,"Luis Severino","NYY",87.1,0.20560748,"Luis Severino",15890,622663
2017,"Chris Tillman","BAL",85.1,0.20535714,"Chris Tillman",5279,501957
2002,"Jose Acevedo","CIN",22,0.20512821,"Jose Acevedo",307,406895
2009,"Sergio Mitre","NYY",44,0.20512821,"Sergio Mitre",1773,429901
2015,"Shaun Marcum","CLE",30,0.20512821,"Shaun Marcum",6204,451788
2017,"Marco Gonzales","- - -",33,0.20512821,"Marco Gonzales",15467,594835
2021,"Paul Blackburn","OAK",38.1,0.20512821,"Paul Blackburn",14739,621112
2023,"Ben Lively","CIN",65.2,0.20481928,"Ben Lively",14932,594902
2002,"Sean Douglass","BAL",40,0.20454545,"Sean Douglass",133,346868
2016,"Tyrell Jenkins","ATL",40,0.20454545,"Tyrell Jenkins",11378,592433
2016,"Anthony Ranaudo","CHW",25.2,0.20454545,"Anthony Ranaudo",11424,519168
2019,"Dereck Rodríguez","SFG",78.1,0.20454545,"Dereck Rodriguez",14509,605446
2018,"Joey Lucchesi","SDP",130,0.20353982,"Joey Lucchesi",19320,664192
2005,"Mike Wood","KCR",54.2,0.20338983,"Mike Wood",1806,430061
2020,"Tanner Roark","TOR",47.2,0.20289855,"Tanner Roark",8753,543699
2019,"Ross Detwiler","CHW",57,0.2027027,"Ross Detwiler",2859,446321
2004,"Josh Hancock","- - -",59,0.20253165,"Josh Hancock",1606,407820
2017,"Tyler Anderson","COL",81,0.20253165,"Tyler Anderson",12880,542881
2019,"Max Fried","ATL",160.1,0.20192308,"Max Fried",13743,608331
2019,"Kyle Gibson","MIN",154.2,0.20183486,"Kyle Gibson",10123,502043
2019,"Chris Archer","PIT",119.2,0.2016129,"Chris Archer",6345,502042
2019,"Germán Márquez","COL",174,0.20138889,"German Marquez",15038,608566
2002,"John Patterson","ARI",27.2,0.2,"John Patterson",71,279568
2002,"Rocky Biddle","CHW",33.2,0.2,"Rocky Biddle",223,335092
2002,"Brandon Lyon","TOR",53.1,0.2,"Brandon Lyon",1312,407193
2002,"Shane Loux","DET",14,0.2,"Shane Loux",1613,400076
2002,"Ben Kozlowski","TEX",10,0.2,"Ben Kozlowski",1634,420684
2003,"Jason Standridge","TBD",32,0.2,"Jason Standridge",1229,285075
2004,"Nick Bierbrodt","TEX",17,0.2,"Nick Bierbrodt",1194,150149
2004,"Jesus Sanchez","CIN",14.1,0.2,"Jesus Sanchez",1476,133260
2004,"Tommy Phelps","FLA",19,0.2,"Tommy Phelps",1665,425882
2006,"Russ Ortiz","- - -",37.2,0.2,"Russ Ortiz",1124,133460
2007,"Elizardo Ramirez","CIN",14.1,0.2,"Elizardo Ramirez",1946,430579
2007,"Jonathan Sánchez","SFG",16.1,0.2,"Jonathan Sanchez",7507,456043
2008,"Chuck James","ATL",29.2,0.2,"Chuck James",4886,460580
2008,"Jimmy Barthmaier","PIT",10.1,0.2,"Jimmy Barthmaier",6292,444864
2011,"Brian Matusz","BAL",49.2,0.2,"Brian Matusz",2646,451085
2011,"Nate Adcock","KCR",13,0.2,"Nate Adcock",3282,502264
2011,"James Russell","CHC",18.1,0.2,"James Russell",4089,460701
2012,"Casey Crosby","DET",12.1,0.2,"Casey Crosby",5261,518582
2013,"Gavin Floyd","CHW",24.1,0.2,"Gavin Floyd",3886,425856
2013,"Matt Harrison","TEX",10.2,0.2,"Matt Harrison",5551,457448
2013,"Jeff Manship","COL",21,0.2,"Jeff Manship",6865,453249
2013,"Burch Smith","SDP",31,0.2,"Burch Smith",12784,572143
2015,"Jason Marquis","CIN",47.1,0.2,"Jason Marquis",105,150302
2015,"Clayton Richard","CHC",18,0.2,"Clayton Richard",3551,453385
2015,"TJ House","CLE",13,0.2,"TJ House",9121,543334
2015,"Ryan Weber","ATL",28.1,0.2,"Ryan Weber",10160,543901
2016,"Cesár Ramos","TEX",20,0.2,"Cesar Ramos",3357,459987
2016,"Nick Martinez","TEX",23.2,0.2,"Nick Martinez",12730,607259
2017,"Chris Smith","OAK",46.2,0.2,"Chris Smith",4544,434672
2017,"Tom Koehler","- - -",60.2,0.2,"Tom Koehler",6570,543408
2017,"César Valdez","- - -",15.1,0.2,"Cesar Valdez",9013,491624
2017,"Nate Karns","KCR",44.2,0.2,"Nate Karns",12638,501992
2017,"Max Fried","ATL",18.1,0.2,"Max Fried",13743,608331
2018,"Jordan Lyles","SDP",47,0.2,"Jordan Lyles",7593,543475
2018,"Joe Biagini","TOR",18.2,0.2,"Joe Biagini",13194,607352
2019,"Ervin Santana","CHW",13.1,0.2,"Ervin Santana",3200,429722
2019,"Carlos Carrasco","CLE",65,0.2,"Carlos Carrasco",6632,471911
2019,"Chad Bettis","COL",13.1,0.2,"Chad Bettis",10587,518452
2019,"Robbie Ray","ARI",174.1,0.2,"Robbie Ray",11486,592662
2019,"Dylan Covey","CHW",49,0.2,"Dylan Covey",14825,592229
2019,"Freddy Peralta","MIL",35.2,0.2,"Freddy Peralta",18679,642547
2019,"Dakota Hudson","STL",174,0.2,"Dakota Hudson",19206,641712
2019,"Jonathan Loáisiga","NYY",12,0.2,"Jonathan Loaisiga",19753,642528
2020,"Iván Nova","DET",19,0.2,"Ivan Nova",1994,467100
2020,"Nathan Eovaldi","BOS",48.1,0.2,"Nathan Eovaldi",9132,543135
2020,"Michael Wacha","NYM",30,0.2,"Michael Wacha",14078,608379
2020,"Sean Newcomb","ATL",13.2,0.2,"Sean Newcomb",16943,656794
2020,"Huascar Ynoa","ATL",12.2,0.2,"Huascar Ynoa",20468,660623
2020,"Spencer Howard","PHI",24.1,0.2,"Spencer Howard",23252,675921
2021,"Seth Frankoff","ARI",13.2,0.2,"Seth Frankoff",11346,571676
2021,"José Quintana","LAA",35,0.2,"Jose Quintana",11423,500779
2021,"Elieser Hernández","MIA",51.2,0.2,"Elieser Hernandez",16933,622694
2021,"Zac Lowther","BAL",23.2,0.2,"Zac Lowther",20243,675912
2021,"Jordan Holloway","MIA",12,0.2,"Jordan Holloway",20631,656548
2023,"Dinelson Lamet","COL",15,0.2,"Dinelson Lamet",17186,659275
2019,"Domingo Germán","NYY",134.2,0.1986755,"Domingo German",17149,593334
2016,"Jaime García","STL",165.2,0.1984127,"Jaime Garcia",8137,448802
2018,"Anthony DeSclafani","CIN",115,0.19834711,"Anthony DeSclafani",13050,543101
2016,"Nathan Eovaldi","NYY",117,0.19827586,"Nathan Eovaldi",9132,543135
2022,"Paolo Espino","WSN",83.2,0.1981982,"Paolo Espino",8246,502179
2006,"Bruce Chen","BAL",58.1,0.19791667,"Bruce Chen",769,136600
2023,"Carlos Carrasco","NYM",90,0.1978022,"Carlos Carrasco",6632,471911
2018,"Nick Kingham","PIT",71,0.19767442,"Nick Kingham",11694,592468
2017,"Junior Guerra","MIL",64,0.19753086,"Junior Guerra",5702,448855
2020,"Matthew Boyd","DET",60.1,0.19736842,"Matthew Boyd",15440,571510
2003,"Odalis Perez","LAD",185.1,0.1971831,"Odalis Perez",668,136602
2006,"Gavin Floyd","PHI",54.1,0.1971831,"Gavin Floyd",3886,425856
2019,"Dillon Peters","LAA",55.2,0.1971831,"Dillon Peters",18790,596071
2009,"Josh Geer","SDP",97.2,0.1969697,"Josh Geer",4781,446207
2021,"Bruce Zimmermann","BAL",58.2,0.1969697,"Bruce Zimmermann",20370,669145
2022,"Adrián Martínez","OAK",57.2,0.1969697,"Adrian Martinez",21023,661309
2005,"Kerry Wood","CHC",54,0.19672131,"Kerry Wood",304,134268
2016,"Tommy Milone","MIN",59.1,0.19672131,"Tommy Milone",7608,543548
2019,"Dinelson Lamet","SDP",73,0.19672131,"Dinelson Lamet",17186,659275
2021,"Carlos Carrasco","NYM",53.2,0.19672131,"Carlos Carrasco",6632,471911
2021,"Vince Velasquez","- - -",89,0.1965812,"Vince Velasquez",11189,592826
2003,"Chin-hui Tsao","COL",42.1,0.19642857,"Chin-hui Tsao",1776,425835
2017,"Asher Wojciechowski","CIN",35.1,0.19642857,"Asher Wojciechowski",10836,592879
2023,"Eric Lauer","MIL",37.1,0.19642857,"Eric Lauer",19316,641778
2023,"Michael Grove","LAD",52,0.19642857,"Michael Grove",23221,675627
2004,"Felix Diaz","CHW",32.2,0.19607843,"Felix Diaz",1932,407808
2016,"Cody Anderson","CLE",42,0.19607843,"Cody Anderson",12799,594736
2022,"Spencer Howard","TEX",34,0.19607843,"Spencer Howard",23252,675921
2002,"Dave Williams","PIT",43.1,0.19565217,"Dave Williams",1013,400063
2002,"Travis Smith","STL",48,0.19565217,"Travis Smith",1522,134000
2020,"Aaron Nola","PHI",71.1,0.19565217,"Aaron Nola",16149,605400
2021,"Dean Kremer","BAL",53.2,0.1954023,"Dean Kremer",19350,665152
2023,"Lance Lynn","- - -",171.2,0.19534884,"Lance Lynn",2520,458681
2016,"Tyler Duffey","MIN",133,0.1953125,"Tyler Duffey",13758,608648
2017,"Mike Fiers","HOU",152.1,0.19512195,"Mike Fiers",7754,571666
2019,"Chris Sale","BOS",147.1,0.19512195,"Chris Sale",10603,519242
2020,"Asher Wojciechowski","BAL",31.1,0.19512195,"Asher Wojciechowski",10836,592879
2020,"Daniel Ponce de Leon","STL",32.1,0.19512195,"Daniel Ponce de Leon",16110,594965
2004,"Casey Fossum","ARI",142,0.19496855,"Casey Fossum",188,407154
2002,"Nelson Figueroa","MIL",59.2,0.19480519,"Nelson Figueroa",683,150153
2017,"Zack Wheeler","NYM",86.1,0.19480519,"Zack Wheeler",10310,554430
2017,"Mike Pelfrey","CHW",100.1,0.19469027,"Mike Pelfrey",5203,460059
2013,"Allen Webster","BOS",29.1,0.19444444,"Allen Webster",3993,543903
2016,"Brock Stewart","LAD",24,0.19444444,"Brock Stewart",16727,592779
2019,"Jake Arrieta","PHI",135.2,0.19444444,"Jake Arrieta",4153,453562
2020,"Kyle Wright","ATL",38,0.19444444,"Kyle Wright",19665,657140
2021,"Drew Smyly","ATL",115.2,0.1942446,"Drew Smyly",11760,592767
2017,"Matt Harvey","NYM",88.2,0.19387755,"Matt Harvey",11713,518774
2017,"Wade Miley","BAL",157.1,0.19379845,"Wade Miley",8779,489119
2002,"Pat Hentgen","BAL",22,0.19354839,"Pat Hentgen",145,115797
2005,"Kevin Correia","SFG",52.2,0.19354839,"Kevin Correia",1767,429781
2006,"Sergio Mitre","FLA",35,0.19354839,"Sergio Mitre",1773,429901
2012,"Jeff Locke","PIT",30,0.19354839,"Jeff Locke",2929,502046
2012,"Everett Teaford","KCR",24.2,0.19354839,"Everett Teaford",3732,501870
2015,"Hector Noesí","CHW",23.1,0.19354839,"Hector Noesi",3292,456051
2017,"Clayton Richard","SDP",197.1,0.19354839,"Clayton Richard",3551,453385
2019,"Dan Straily","BAL",33.1,0.19354839,"Dan Straily",9460,573185
2019,"Ryan Carpenter","DET",40.2,0.19354839,"Ryan Carpenter",12699,543001
2020,"Wade LeBlanc","BAL",22.1,0.19354839,"Wade LeBlanc",5221,453281
2020,"Jorge López","BAL",29.1,0.19354839,"Jorge Lopez",14527,605347
2022,"Andre Pallante","STL",54.1,0.19354839,"Andre Pallante",26108,669467
2021,"Mike Foltynewicz","TEX",130,0.19318182,"Mike Foltynewicz",10811,592314
2016,"Luis Cessa","NYY",51.2,0.19298246,"Luis Cessa",13345,570666
2003,"Sterling Hitchcock","- - -",38,0.19230769,"Sterling Hitchcock",824,115982
2004,"Travis Smith","ATL",22,0.19230769,"Travis Smith",1522,134000
2007,"Billy Buckner","KCR",26.1,0.19230769,"Billy Buckner",8253,434438
2009,"Josh Banks","SDP",15.1,0.19230769,"Josh Banks",5570,457468
2012,"Casey Kelly","SDP",29,0.19230769,"Casey Kelly",9174,543391
2021,"Chase Anderson","PHI",36.1,0.19230769,"Chase Anderson",6895,502624
2022,"Shane Baz","TBR",27,0.19230769,"Shane Baz",22264,669358
2002,"Dennis Tankersley","SDP",40.2,0.19148936,"Dennis Tankersley",1054,407807
2018,"Ross Stripling","LAD",106.1,0.19148936,"Ross Stripling",13273,548389
2022,"Bruce Zimmermann","BAL",66.2,0.19148936,"Bruce Zimmermann",20370,669145
2019,"Tyler Beede","SFG",112.2,0.19130435,"Tyler Beede",16981,595881
2017,"Tyler Glasnow","PIT",57,0.19117647,"Tyler Glasnow",14374,607192
2022,"Andrew Heaney","LAD",64.2,0.19117647,"Andrew Heaney",15423,571760
2023,"Kyle Muller","OAK",60,0.19117647,"Kyle Muller",20167,666205
2015,"Jerome Williams","PHI",105.2,0.19090909,"Jerome Williams",1137,425532
2009,"Cesar Carrillo","SDP",10.1,0.19047619,"Cesar Carrillo",4697,460044
2014,"Tanner Scheppers","TEX",18.1,0.19047619,"Tanner Scheppers",10267,489294
2015,"Kevin Correia","PHI",23.1,0.19047619,"Kevin Correia",1767,429781
2015,"Vidal Nuño","SEA",51.1,0.19047619,"Vidal Nuno",9674,573064
2015,"Tyler Lyons","STL",41.2,0.19047619,"Tyler Lyons",11334,544928
2016,"Wade LeBlanc","SEA",44.2,0.19047619,"Wade LeBlanc",5221,453281
2017,"Carlos Rodón","CHW",69.1,0.19047619,"Carlos Rodon",16137,607074
2017,"David Paulino","HOU",29,0.19047619,"David Paulino",17418,600944
2018,"Michael Kopech","CHW",14.1,0.19047619,"Michael Kopech",17282,656629
2019,"Drew VerHagen","DET",19.2,0.19047619,"Drew VerHagen",13424,572403
2019,"Tanner Anderson","OAK",22.1,0.19047619,"Tanner Anderson",18029,664196
2017,"Bronson Arroyo","CIN",71,0.19008264,"Bronson Arroyo",978,276520
2018,"Martín Pérez","TEX",74.1,0.18987342,"Martin Perez",6902,527048
2003,"Steve Parris","TBD",36,0.18965517,"Steve Parris",1316,120247
2011,"Barry Enright","ARI",37.2,0.18965517,"Barry Enright",2412,446264
2013,"Carlos Torres","NYM",49.2,0.18965517,"Carlos Torres",7624,448614
2017,"Christian Bergman","SEA",42.2,0.18965517,"Christian Bergman",10925,548357
2009,"Randy Johnson","SFG",91.2,0.18947368,"Randy Johnson",60,116615
2012,"Ervin Santana","LAA",178,0.18932039,"Ervin Santana",3200,429722
2005,"Derek Lowe","LAD",222,0.18918919,"Derek Lowe",199,117955
2008,"Ryan Tucker","FLA",29,0.18918919,"Ryan Tucker",1062,457761
2020,"Tarik Skubal","DET",27,0.18918919,"Tarik Skubal",22267,669373
2021,"Jordan Lyles","TEX",167,0.18905473,"Jordan Lyles",7593,543475
2017,"Chris Flexen","NYM",41.2,0.18867925,"Chris Flexen",13896,623167
2017,"Joe Ross","WSN",73.2,0.18823529,"Joe Ross",12972,605452
2017,"Zach Eflin","PHI",64.1,0.18823529,"Zach Eflin",13774,621107
2019,"Taylor Clarke","ARI",64.1,0.18823529,"Taylor Clarke",17611,664199
2021,"Jorge López","BAL",113.1,0.18811881,"Jorge Lopez",14527,605347
2021,"Tylor Megill","NYM",89.2,0.18811881,"Tylor Megill",21318,656731
2017,"Hyun Jin Ryu","LAD",122.2,0.18803419,"Hyun Jin Ryu",14444,547943
2021,"Wil Crowe","PIT",116,0.18796992,"Wil Crowe",19800,640444
2019,"J.A. Happ","NYY",156.1,0.1878453,"J.A. Happ",7410,457918
2002,"Jimmy Osting","MIL",12,0.1875,"Jimmy Osting",701,275701
2002,"Juan Rincon","MIN",14,0.1875,"Juan Rincon",752,346799
2002,"Kirk Saarloos","HOU",85.1,0.1875,"Kirk Saarloos",1516,424164
2003,"David Cone","NYM",16,0.1875,"David Cone",1680,112552
2003,"Chris Mears","DET",10.1,0.1875,"Chris Mears",1756,277407
2005,"Brandon Webb","ARI",229,0.1875,"Brandon Webb",1692,425630
2007,"A.J. Murray","TEX",11,0.1875,"A.J. Murray",3422,451262
2012,"Armando Galarraga","HOU",24,0.1875,"Armando Galarraga",4222,451482
2013,"Ross Wolf","TEX",13,0.1875,"Ross Wolf",4534,448693
2013,"Alfredo Aceves","BOS",30.1,0.1875,"Alfredo Aceves",5164,469686
2014,"Jaime García","STL",43.2,0.1875,"Jaime Garcia",8137,448802
2014,"Sean O'Sullivan","PHI",11.2,0.1875,"Sean O'Sullivan",9137,457711
2016,"Robert Stephenson","CIN",37,0.1875,"Robert Stephenson",13594,596112
2016,"Luke Weaver","STL",35.2,0.1875,"Luke Weaver",16918,596133
2017,"Aaron Slegers","MIN",14.2,0.1875,"Aaron Slegers",15231,642083
2018,"Sean Reid-Foley","TOR",33.1,0.1875,"Sean Reid-Foley",17034,656887
2018,"Brett Kennedy","SDP",26.2,0.1875,"Brett Kennedy",17877,664028
2019,"Yusei Kikuchi","SEA",161.2,0.1875,"Yusei Kikuchi",20633,579328
2020,"Triston McKenzie","CLE",29.1,0.1875,"Triston McKenzie",18000,663474
2020,"Kenta Maeda","MIN",66.2,0.1875,"Kenta Maeda",18498,628317
2020,"Humberto Mejía","MIA",10,0.1875,"Humberto Mejia",20739,650668
2021,"T.J. Zeuch","TOR",11,0.1875,"T.J. Zeuch",19269,643615
2022,"Mike Mayers","LAA",14.2,0.1875,"Mike Mayers",15451,594577
2023,"Connor Overton","CIN",11,0.1875,"Connor Overton",18376,656818
2018,"Homer Bailey","CIN",106.1,0.18699187,"Homer Bailey",8362,456701
2021,"Erick Fedde","WSN",131.2,0.18699187,"Erick Fedde",17425,607200
2023,"Taj Bradley","TBR",95.2,0.18691589,"Taj Bradley",22543,671737
2020,"Gerrit Cole","NYY",73,0.18666667,"Gerrit Cole",13125,543037
2021,"Huascar Ynoa","ATL",90,0.18666667,"Huascar Ynoa",20468,660623
2004,"Darren Oliver","- - -",45.2,0.18644068,"Darren Oliver",206,119984
2005,"Ricardo Rodriguez","TEX",53,0.18644068,"Ricardo Rodriguez",1585,400156
2013,"Jeff Francis","COL",57,0.18644068,"Jeff Francis",4684,433585
2018,"Doug Fister","TEX",66,0.18644068,"Doug Fister",9425,450729
2023,"Hunter Brown","HOU",149.2,0.18644068,"Hunter Brown",25880,686613
2022,"Josiah Gray","WSN",148.2,0.18627451,"Josiah Gray",24580,680686
2006,"Josh Towers","TOR",54.1,0.18604651,"Josh Towers",1489,346869
2008,"Homer Bailey","CIN",36.1,0.18604651,"Homer Bailey",8362,456701
2017,"Joe Musgrove","HOU",78,0.18604651,"Joe Musgrove",12970,605397
2023,"Kyle Harrison","SFG",29.2,0.18604651,"Kyle Harrison",27758,690986
2019,"Clayton Kershaw","LAD",177.1,0.18543046,"Clayton Kershaw",2036,477132
2008,"Matt Chico","WSN",41.2,0.18518519,"Matt Chico",6068,453889
2010,"Bobby Cramer","OAK",23.2,0.18518519,"Bobby Cramer",2744,450864
2013,"Josh Johnson","TOR",81.1,0.18518519,"Josh Johnson",4567,435178
2014,"Juan Nicasio","COL",73,0.18518519,"Juan Nicasio",7731,504379
2019,"Erick Fedde","WSN",60.1,0.18518519,"Erick Fedde",17425,607200
2020,"Vince Velasquez","PHI",31,0.18518519,"Vince Velasquez",11189,592826
2023,"Drew Rucinski","OAK",18,0.18518519,"Drew Rucinski",12499,607968
2023,"Connor Phillips","CIN",20.2,0.18518519,"Connor Phillips",27649,683175
2004,"Chan Ho Park","TEX",95.2,0.18487395,"Chan Ho Park",1267,120221
2016,"Patrick Corbin","ARI",132.1,0.18487395,"Patrick Corbin",9323,571578
2018,"Tyler Mahle","CIN",112,0.18487395,"Tyler Mahle",16358,641816
2013,"Esmil Rogers","TOR",106.2,0.18478261,"Esmil Rogers",6317,469134
2023,"Chris Flexen","- - -",71.2,0.18478261,"Chris Flexen",13896,623167
2017,"David Holmberg","CHW",28.2,0.18421053,"David Holmberg",7725,571787
2020,"Dustin May","LAD",46.2,0.18421053,"Dustin May",19716,669160
2017,"Nick Martinez","TEX",99.2,0.184,"Nick Martinez",12730,607259
2021,"Kolby Allard","TEX",91.2,0.184,"Kolby Allard",18694,663465
2004,"Travis Blackley","SEA",26,0.18367347,"Travis Blackley",3234,429715
2013,"Donovan Hand","MIL",36.2,0.18367347,"Donovan Hand",8728,518764
2017,"Antonio Senzatela","COL",111,0.18367347,"Antonio Senzatela",15488,622608
2019,"Andrew Heaney","LAA",95.1,0.18348624,"Andrew Heaney",15423,571760
2006,"Joe Mays","- - -",43.2,0.18333333,"Joe Mays",740,150222
2007,"Casey Fossum","TBD",51.1,0.18333333,"Casey Fossum",188,407154
2013,"André Rienzo","CHW",56,0.18333333,"Andre Rienzo",3507,516589
2021,"Matt Shoemaker","MIN",50.2,0.18333333,"Matt Shoemaker",4776,533167
2023,"Noah Syndergaard","- - -",88.2,0.18333333,"Noah Syndergaard",11762,592789
2017,"Kyle Gibson","MIN",158,0.18320611,"Kyle Gibson",10123,502043
2003,"Aaron Heilman","NYM",63.2,0.18309859,"Aaron Heilman",1751,408310
2021,"Matt Moore","PHI",56.1,0.18309859,"Matt Moore",1890,519043
2017,"John Lackey","CHC",169.2,0.18274112,"John Lackey",1507,407793
2019,"Antonio Senzatela","COL",124.2,0.18269231,"Antonio Senzatela",15488,622608
2023,"Alex Cobb","SFG",151.1,0.18269231,"Alex Cobb",6562,502171
2016,"Francisco Liriano","- - -",161,0.18248175,"Francisco Liriano",3201,434538
2017,"Nick Pivetta","PHI",133,0.18248175,"Nick Pivetta",15454,601713
